replica,N,T_K,E_Vpm,Tstar,Estar,rho_star,L_star,alpha_ewald,mean_Estar,sd_Estar_time,mean_mz,acceptance
7,50,293.0,0.0,3.746926156536244,0.0,0.8,3.9685026299204984,2.015873679831797,-1944.4382233974598,44.638009829463535,0.44822114990032236,0.684176
0,50,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2344.314411484296,55.16008411149933,0.8546036927573214,0.67868
1,50,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2339.0672324989046,55.29984413388553,0.8409571856230963,0.67756
2,50,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2317.646843031242,49.59588109730059,0.806532317030299,0.679756
3,50,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2323.8979002566243,43.87084404337055,0.8378611810932645,0.680728
4,50,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2307.229611908958,47.542325930682296,0.8435135156764246,0.682188
5,50,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2332.5578445313495,55.29025209347165,0.8320804678588596,0.679136
6,50,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2300.099538197061,71.62633307384694,0.8177383039338172,0.682188
7,50,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2318.141009239522,50.9442645572025,0.8303269838031865,0.677972
0,100,293.0,0.0,3.746926156536244,0.0,0.8,4.999999999999999,1.6000000000000003,-3813.6221322599845,62.520006959887546,-0.022239349158564965,0.688562
1,100,293.0,0.0,3.746926156536244,0.0,0.8,4.999999999999999,1.6000000000000003,-3801.0127627285665,78.83541980133401,0.2712221571788667,0.687162
2,100,293.0,0.0,3.746926156536244,0.0,0.8,4.999999999999999,1.6000000000000003,-3859.4532696386545,62.85310903711189,-0.006265823146681789,0.688092
3,100,293.0,0.0,3.746926156536244,0.0,0.8,4.999999999999999,1.6000000000000003,-3813.9081963271146,64.11159405587064,-0.2805295916409849,0.68903
4,100,293.0,0.0,3.746926156536244,0.0,0.8,4.999999999999999,1.6000000000000003,-3814.6535940792483,63.264845456476266,-0.09743731601709871,0.690328
5,100,293.0,0.0,3.746926156536244,0.0,0.8,4.999999999999999,1.6000000000000003,-3826.3880339593375,67.6136576097115,0.019713125055411476,0.685018
6,100,293.0,0.0,3.746926156536244,0.0,0.8,4.999999999999999,1.6000000000000003,-3824.6292779687196,70.91993997928765,0.060654554352419156,0.689328
7,100,293.0,0.0,3.746926156536244,0.0,0.8,4.999999999999999,1.6000000000000003,-3807.4616499250938,69.34907318347575,0.07536595225645225,0.687302
0,100,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4721.1094532205425,84.52540827206079,0.854956020336825,0.67727
1,100,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4673.882963853555,72.1584099641562,0.8522731297769689,0.682354
2,100,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4668.4595986815275,66.48570934586061,0.8615694638237347,0.682558
3,100,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4692.973211646505,64.61337596049677,0.8651060136437468,0.682742
4,100,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4665.705058647622,60.73405646510388,0.8499243476821391,0.683246
5,100,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4694.394820815755,65.19597080337194,0.8517071578802968,0.67944
6,100,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4700.356683898653,67.2596844315617,0.8597132664769176,0.68022
7,100,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4692.256251281153,62.64794899894176,0.8512615840461875,0.680678
0,20,313.0,0.0,4.00268903411551,0.0,0.8,2.924017738212866,2.735961514682715,-761.8780672993083,31.651338863630833,-0.10758408057330021,0.70355
1,20,313.0,0.0,4.00268903411551,0.0,0.8,2.924017738212866,2.735961514682715,-749.7319686806318,33.63652714181313,0.14746121408042753,0.70697
2,20,313.0,0.0,4.00268903411551,0.0,0.8,2.924017738212866,2.735961514682715,-756.7618407913402,27.266038266673835,-0.1795124924066094,0.69644
3,20,313.0,0.0,4.00268903411551,0.0,0.8,2.924017738212866,2.735961514682715,-750.8544526346333,37.257000724727284,0.22977849350344554,0.70067
4,20,313.0,0.0,4.00268903411551,0.0,0.8,2.924017738212866,2.735961514682715,-752.9692757678349,31.415576819093996,0.4734468257856256,0.70651996
5,20,313.0,0.0,4.00268903411551,0.0,0.8,2.924017738212866,2.735961514682715,-749.6985170807679,35.93077502825841,-0.23396641991449596,0.70425
6,20,313.0,0.0,4.00268903411551,0.0,0.8,2.924017738212866,2.735961514682715,-761.385595830674,34.533296111029934,0.1678712291991698,0.70326996
7,20,313.0,0.0,4.00268903411551,0.0,0.8,2.924017738212866,2.735961514682715,-737.7207314322872,27.135879457934603,-0.027785768515825555,0.70883
0,20,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-891.1557754477311,35.74814347153987,0.7949110563814393,0.70186996
1,20,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-891.6367665948372,35.83882194586994,0.8121078147333249,0.70127
2,20,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-913.1806281733897,32.598331310365694,0.8140172741760267,0.69172996
3,20,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-893.5402489835311,28.40133087868531,0.7858743441428587,0.69701
4,20,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-893.9566312060352,37.98849715577541,0.7646747941682714,0.69816
5,20,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-907.0332088379961,32.45182477962466,0.835232530615581,0.69628
6,20,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-900.3036138482321,29.021934719361504,0.8113133722829305,0.70342
7,20,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-894.3851662607855,32.85995230839716,0.8177411620326668,0.70331997
0,50,313.0,0.0,4.00268903411551,0.0,0.8,3.9685026299204984,2.015873679831797,-1878.2156237550942,56.61522021685221,-0.07015523238257891,0.700484
1,50,313.0,0.0,4.00268903411551,0.0,0.8,3.9685026299204984,2.015873679831797,-1893.9242665399254,49.31729046597819,0.44678279341157484,0.697688
2,50,313.0,0.0,4.00268903411551,0.0,0.8,3.9685026299204984,2.015873679831797,-1870.0840169367955,53.195679855108565,-0.1883859042310965,0.697664
3,50,313.0,0.0,4.00268903411551,0.0,0.8,3.9685026299204984,2.015873679831797,-1873.7061550086057,65.39983221809732,0.31007272140914305,0.701672
4,50,313.0,0.0,4.00268903411551,0.0,0.8,3.9685026299204984,2.015873679831797,-1851.6226268813791,54.73467618083737,-0.031439201803077396,0.701556
5,50,313.0,0.0,4.00268903411551,0.0,0.8,3.9685026299204984,2.015873679831797,-1859.6417766806223,48.26596892542838,0.09013611704444457,0.69901997
6,50,313.0,0.0,4.00268903411551,0.0,0.8,3.9685026299204984,2.015873679831797,-1870.5656610629508,41.09547183769342,-0.06849287312277436,0.701136
7,50,313.0,0.0,4.00268903411551,0.0,0.8,3.9685026299204984,2.015873679831797,-1885.4649376257362,51.51660748148392,0.2962972139357521,0.69865197
0,50,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2282.487713978296,52.544526518250095,0.8481390210018522,0.691856
1,50,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2295.5238181439054,47.1907279388207,0.8300811127030391,0.693532
2,50,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2271.3690998029756,51.04969127811184,0.8310773241472882,0.692464
3,50,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2319.946249197276,55.0921074254094,0.8637710765914738,0.690528
4,50,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2280.9227312853945,56.760911085319755,0.8291686103745345,0.692196
5,50,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2280.4805258662127,47.06494922611358,0.8309756715211889,0.690856
6,50,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2285.7912359128195,73.44865072644986,0.8183782589682697,0.692512
7,50,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2306.4573848702366,49.964718371484054,0.839459328597735,0.68926
0,100,313.0,0.0,4.00268903411551,0.0,0.8,4.999999999999999,1.6000000000000003,-3742.9118653141873,69.71839783678213,0.19356372820499498,0.698096
1,100,313.0,0.0,4.00268903411551,0.0,0.8,4.999999999999999,1.6000000000000003,-3736.137613660025,69.8530528811835,0.18268031566770201,0.698914
2,100,313.0,0.0,4.00268903411551,0.0,0.8,4.999999999999999,1.6000000000000003,-3766.599278069335,70.4307885299595,-0.24208391828935866,0.698388
3,100,313.0,0.0,4.00268903411551,0.0,0.8,4.999999999999999,1.6000000000000003,-3729.206978984687,65.10470213173802,-0.08891920888912297,0.700562
4,100,313.0,0.0,4.00268903411551,0.0,0.8,4.999999999999999,1.6000000000000003,-3740.6196253898265,61.87463858824298,0.08264050297635818,0.70029
5,100,313.0,0.0,4.00268903411551,0.0,0.8,4.999999999999999,1.6000000000000003,-3740.8182890043963,69.88721964429115,0.010419231602285516,0.698808
6,100,313.0,0.0,4.00268903411551,0.0,0.8,4.999999999999999,1.6000000000000003,-3758.034799204331,76.6069907867854,0.14163210714964222,0.697536
7,100,313.0,0.0,4.00268903411551,0.0,0.8,4.999999999999999,1.6000000000000003,-3744.2372993377285,67.00852572475819,0.046410021692232156,0.701384
0,100,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4581.98677915233,72.23787800027533,0.8391701951203695,0.69263
1,100,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4612.009348049318,64.80978493868709,0.8507771980761766,0.692102
2,100,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4542.033157742192,67.63962257536988,0.8190691552545207,0.69596
3,100,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4571.6500866265615,76.8156062909666,0.8304821442319797,0.692588
4,100,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4658.277341346188,99.18252939856792,0.8631405743654117,0.69189
5,100,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4584.795295492537,73.50633510634826,0.8373785574262111,0.692898
6,100,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4633.46569619884,58.95440322132022,0.8565734456915362,0.690316
7,100,313.0,1000000000.0,4.00268903411551,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4599.465694006924,68.66239779827777,0.8414593876839315,0.690866
