replica,N,T_K,E_Vpm,Tstar,Estar,rho_star,L_star,alpha_ewald,mean_Estar,sd_Estar_time,mean_mz,acceptance
5,50,233.0,1000000000.0,2.9796375237984467,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2498.0358054042413,41.292035206347244,0.8716109188552451,0.6281
6,50,233.0,1000000000.0,2.9796375237984467,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2534.323073844026,42.99367895915202,0.876336577399097,0.630184
7,50,233.0,1000000000.0,2.9796375237984467,1.8084552985793738,0.8,3.9685026299204984,2.015873679831797,-2479.734096845026,44.35386758273952,0.8788678023130387,0.641268
0,100,233.0,0.0,2.9796375237984467,0.0,0.8,4.999999999999999,1.6000000000000003,-4125.379770785891,48.75771434681913,-0.06863896981633442,0.642942
1,100,233.0,0.0,2.9796375237984467,0.0,0.8,4.999999999999999,1.6000000000000003,-4123.114214352753,62.0075943262199,0.08977160093735462,0.643632
2,100,233.0,0.0,2.9796375237984467,0.0,0.8,4.999999999999999,1.6000000000000003,-4158.489854336002,60.47543266479381,-0.296267516668186,0.645828
3,100,233.0,0.0,2.9796375237984467,0.0,0.8,4.999999999999999,1.6000000000000003,-4067.739868590722,61.65156260734063,0.15465646150644963,0.64487
4,100,233.0,0.0,2.9796375237984467,0.0,0.8,4.999999999999999,1.6000000000000003,-4103.20703229179,47.15656666620912,-0.002881037952430342,0.646998
5,100,233.0,0.0,2.9796375237984467,0.0,0.8,4.999999999999999,1.6000000000000003,-4104.670811445972,55.27781230880773,0.25527820714865923,0.644246
6,100,233.0,0.0,2.9796375237984467,0.0,0.8,4.999999999999999,1.6000000000000003,-4118.964557116529,52.186438152081,0.06104492905687283,0.646754
7,100,233.0,0.0,2.9796375237984467,0.0,0.8,4.999999999999999,1.6000000000000003,-4207.633824432814,52.45693752764207,-0.16897125429238455,0.640366
0,100,233.0,1000000000.0,2.9796375237984467,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-5031.0093563032115,60.18375157447419,0.8898659889870367,0.6348
1,100,233.0,1000000000.0,2.9796375237984467,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-5023.542514079608,74.84195155681232,0.8874043184228139,0.635928
2,100,233.0,1000000000.0,2.9796375237984467,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4967.6298376932145,63.517092167764304,0.8787940494799047,0.638016
3,100,233.0,1000000000.0,2.9796375237984467,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4994.519476723065,82.71862771741179,0.8902744723641726,0.635718
4,100,233.0,1000000000.0,2.9796375237984467,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-5038.552860073621,90.65009251744159,0.8977116099443172,0.634084
5,100,233.0,1000000000.0,2.9796375237984467,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4996.356844363439,56.267993674279296,0.8689848761836407,0.63439
6,100,233.0,1000000000.0,2.9796375237984467,1.8084552985793738,0.8,4.999999999999999,1.6000000000000003,-4971.748504346228,57.848074728845475,0.8762014054167927,0.639528
